fo_ErYb,SDR:fb_Yb_ErYb,SDR:frep_ErYb,fb_Si_ErYb,MJD,nuSi,nuSr,nuYb
105000000.00120001,28855436.79987300,113927.22970900,100000000.00030001,60507.848667,194397939719201.91658400,429228169936187.4450357599157,518295773594869.10328700
104999999.99940000,28855436.80008800,113927.22956000,99999999.99959999,60507.848679,194397939719172.95456000,429228169936123.4971853358831,518295773594791.88554400
105000000.00040001,28855436.80000600,113927.22963500,100000000.00139999,60507.848691,194397939719187.53276000,429228169936155.6857006499935,518295773594830.75348300
104999999.99980000,28855436.79999400,113927.22953900,99999999.99800000,60507.848703,194397939719168.87266400,429228169936114.4844010479322,518295773594781.00275500
105000000.00180000,28855436.79997300,113927.22932100,99999999.99920000,60507.848715,194397939719126.49869600,429228169936020.9231165349180,518295773594668.02713100
105000000.00110000,28855436.80010300,113927.22970700,100000000.00080000,60507.848728,194397939719201.52783200,429228169936186.5866753515394,518295773594868.06635300
104999999.99940000,28855436.80005100,113927.22940200,99999999.99950001,60507.84874,194397939719142.24315200,429228169936055.6867130741572,518295773594710.00417200
105000000.00150000,28855436.79992000,113927.22955400,100000000.00070000,60507.848752,194397939719171.78830400,429228169936120.9221041107543,518295773594788.77645800
105000000.00070000,28855436.80006900,113927.22978400,99999999.99860001,60507.848764,194397939719216.49478400,429228169936219.6335510740261,518295773594907.97067000
105000000.00110000,28855436.79987700,113927.22949100,99999999.99959999,60507.848777,194397939719159.54261600,429228169936093.8837512469016,518295773594756.12761300
104999999.99910000,28855436.80006700,113927.22958800,100000000.00040001,60507.848789,194397939719178.39708800,429228169936135.5142310531510,518295773594806.39622200
104999999.99959999,28855436.79992100,113927.22968200,99999999.99879999,60507.848801,194397939719196.66843200,429228169936175.8571702468360,518295773594855.11079200
105000000.00160000,28855436.79990300,113927.22935700,99999999.99990000,60507.848813,194397939719133.49623200,429228169936036.3736038856910,518295773594686.68380300
105000000.00110000,28855436.80007000,113927.22991000,99999999.99959999,60507.848825,194397939719240.98616000,429228169936273.7102568017315,518295773594973.26853000
105000000.00110000,28855436.80034000,113927.22911200,100000000.00070000,60507.848838,194397939719085.87411200,429228169935931.2244538595971,518295773594559.71486400
105000000.00030001,28855436.79963500,113927.22966600,100000000.00070000,60507.84885,194397939719193.55841600,429228169936168.9902869798258,518295773594846.81957200
104999999.99950001,28855436.80024600,113927.22940600,99999999.99779999,60507.848862,194397939719143.02065600,429228169936057.4034338909098,518295773594712.07673000
105000000.00080000,28855436.79986100,113927.22969300,100000000.00080000,60507.848874,194397939719198.80656800,429228169936180.5781524929055,518295773594860.81151900
104999999.99950001,28855436.79979500,113927.22937900,100000000.00049999,60507.848887,194397939719137.77250400,429228169936045.8155683778301,518295773594698.08523300
104999999.99990000,28855436.80019600,113927.22949600,99999999.99959999,60507.848899,194397939719160.51449600,429228169936096.0296522678422,518295773594758.71816000
105000000.00020000,28855436.79997800,113927.22963600,100000000.00090000,60507.848911,194397939719187.72713600,429228169936156.1148808541816,518295773594831.27177600
105000000.00060000,28855436.79998100,113927.22961400,99999999.99730000,60507.848923,194397939719183.45086400,429228169936146.6729163620426,518295773594819.87055600
104999999.99969999,28855436.80004000,113927.22966800,100000000.00070000,60507.848936,194397939719193.94716800,429228169936169.8486473882020,518295773594847.85523600
105000000.00070000,28855436.80017600,113927.22929000,100000000.00090000,60507.848949,194397939719120.47304000,429228169936007.6185302050858,518295773594651.96137800
105000000.00000000,28855436.79994100,113927.22958300,100000000.00000000,60507.848961,194397939719177.42520800,429228169936133.3683300322103,518295773594803.80528900
105000000.00020000,28855436.80004300,113927.22958600,100000000.00040001,60507.848973,194397939719178.00833600,429228169936134.6558706447747,518295773594805.35979600
105000000.00030001,28855436.79991600,113927.22945400,99999999.99860001,60507.848985,194397939719152.35070400,429228169936078.0040836919404,518295773594736.95276600
105000000.00170000,28855436.79999100,113927.22982400,100000000.00000000,60507.848997,194397939719224.26982400,429228169936236.8007592415516,518295773594928.70030600
105000000.00090000,28855436.80005700,113927.22937600,100000000.00060000,60507.84901,194397939719137.18937600,429228169936044.5280277652657,518295773594696.52999800
104999999.99980000,28855436.80009000,113927.22938200,99999999.99890000,60507.849022,194397939719138.35563200,429228169936047.1031089903945,518295773594699.63935400
104999999.99980000,28855436.80019700,113927.22951100,100000000.00080000,60507.849034,194397939719163.43013600,429228169936102.4673553306643,518295773594766.49171300
105000000.00090000,28855436.79987200,113927.22957200,99999999.99879999,60507.849046,194397939719175.28707200,429228169936128.6473477861408,518295773594798.10482000
104999999.99980000,28855436.80030000,113927.22964600,100000000.00040001,60507.849059,194397939719189.67089600,429228169936160.4066828960630,518295773594836.45350200
105000000.00060000,28855436.79943400,113927.22956000,100000000.00070000,60507.849071,194397939719172.95456000,429228169936123.4971853358831,518295773594791.88685200
105000000.00070000,28855436.79991900,113927.22915900,99999999.99930000,60507.849083,194397939719095.00978400,429228169935951.3959234564396,518295773594584.07284500
105000000.00160000,28855436.80006300,113927.22957600,100000000.00040001,60507.849095,194397939719176.06457600,429228169936130.3640686028933,518295773594800.17738600
104999999.99920000,28855436.79997900,113927.22955600,99999999.99930000,60507.849107,194397939719172.17705600,429228169936121.7804645191305,518295773594789.81281400
104999999.99990000,28855436.80009800,113927.22962400,100000000.00049999,60507.84912,194397939719185.39462400,429228169936150.9647184039239,518295773594825.05269200
105000000.00010000,28855436.80003000,113927.22974100,100000000.00000000,60507.849132,194397939719208.13661600,429228169936201.1788022939361,518295773594885.68655700
105000000.00130001,28855436.80001000,113927.22958500,99999999.99869999,60507.849144,194397939719177.81396000,429228169936134.2266904405866,518295773594804.84162500
105000000.00000000,28855436.79995200,113927.22928000,100000000.00070000,60507.849156,194397939719118.52928000,429228169936003.3267281632044,518295773594646.77945600
105000000.00150000,28855436.80010800,113927.22970100,99999999.99930000,60507.849169,194397939719200.36157600,429228169936184.0115941264106,518295773594864.95692100
105000000.00090000,28855436.80014100,113927.22937000,99999999.99990000,60507.849181,194397939719136.02312000,429228169936041.9529465401368,518295773594693.42040800
105000000.00110000,28855436.80002500,113927.22960800,100000000.00080000,60507.849193,194397939719182.28460800,429228169936144.0978351369137,518295773594816.76104600
104999999.99920000,28855436.80009200,113927.22967500,99999999.99900000,60507.849205,194397939719195.30780000,429228169936172.8529088175190,518295773594851.48279100
105000000.00120001,28855436.79989100,113927.22915000,100000000.00010000,60507.849217,194397939719093.26040000,429228169935947.5333016187464,518295773594579.40876800
105000000.00080000,28855436.79986900,113927.22960200,100000000.00000000,60507.84923,194397939719181.11835200,429228169936141.5227539117849,518295773594813.65193600
104999999.99900000,28855436.79990600,113927.22969600,99999999.99940000,60507.849242,194397939719199.38969600,429228169936181.8656931054699,518295773594862.36614000
105000000.00180000,28855436.80034300,113927.22934600,100000000.00100000,60507.849254,194397939719131.35809600,429228169936031.6526216396215,518295773594680.98231600
104999999.99959999,28855436.79966500,113927.22958500,99999999.99850000,60507.849266,194397939719177.81396000,429228169936134.2266904405866,518295773594804.84231500
105000000.00080000,28855436.80040300,113927.22926100,100000000.00020000,60507.849279,194397939719114.83613600,429228169935995.1723042836298,518295773594636.93205100
104999999.99959999,28855436.79967700,113927.22979000,99999999.99990000,60507.849291,194397939719217.66104000,429228169936222.2086322991549,518295773594911.08087600
105000000.00150000,28855436.79990000,113927.22950500,99999999.99940000,60507.849303,194397939719162.26388000,429228169936099.8922741055355,518295773594763.38288500
105000000.00110000,28855436.80032600,113927.22942400,100000000.00020000,60507.849315,194397939719146.51942400,429228169936065.1286775662963,518295773594721.40483600
105000000.00010000,28855436.80001600,113927.22996700,99999999.99900000,60507.849328,194397939719252.06559200,429228169936298.1735284404554,518295773595002.80814700
105000000.00060000,28855436.79990200,113927.22938800,100000000.00060000,60507.84934,194397939719139.52188800,429228169936049.6781902155233,518295773594702.74915200
104999999.99940000,28855436.80005600,113927.22930700,100000000.00060000,60507.849352,194397939719123.77743200,429228169936014.9145936762841,518295773594660.77164700
105000000.00000000,28855436.80005000,113927.22955500,99999999.99879999,60507.849364,194397939719171.98268000,429228169936121.3512843149424,518295773594789.29443500
105000000.00040001,28855436.79997600,113927.22943200,100000000.00080000,60507.849377,194397939719148.07443200,429228169936068.5621191998014,518295773594725.55143200
105000000.00010000,28855436.79978200,113927.22941000,99999999.99879999,60507.849389,194397939719143.79816000,429228169936059.1201547076624,518295773594714.15060600
105000000.00110000,28855436.79999900,113927.22946900,100000000.00060000,60507.849401,194397939719155.26634400,429228169936084.4417867547625,518295773594744.72615500
104999999.99980000,28855436.79998000,113927.22936100,100000000.00070000,60507.849413,194397939719134.27373600,429228169936038.0903247024436,518295773594688.75659700
105000000.00139999,28855436.80004800,113927.22985900,99999999.99969999,60507.849426,194397939719231.07298400,429228169936251.8220663881364,518295773594946.83848700
104999999.99969999,28855436.79997200,113927.22976200,100000000.00000000,60507.849438,194397939719212.21851200,429228169936210.1915865818870,518295773594896.56965000
105000000.00130001,28855436.80000100,113927.22952700,99999999.99900000,60507.84945,194397939719166.54015200,429228169936109.3342385976745,518295773594774.78389700
105000000.00110000,28855436.79995200,113927.22941700,99999999.99969999,60507.849462,194397939719145.15879200,429228169936062.1244161369793,518295773594717.77792500
105000000.00060000,28855436.80066500,113927.22947900,100000000.00080000,60507.849474,194397939719157.21010400,429228169936088.7335887966439,518295773594749.90719300
104999999.99950001,28855436.79942000,113927.22952300,99999999.99879999,60507.849487,194397939719165.76264800,429228169936107.6175177809220,518295773594772.71211100
105000000.00110000,28855436.80019900,113927.22970700,100000000.00020000,60507.849499,194397939719201.52783200,429228169936186.5866753515394,518295773594868.06616100
105000000.00090000,28855436.79993200,113927.22949700,100000000.00030001,60507.849511,194397939719160.70887200,429228169936096.4588324720304,518295773594759.23692500
105000000.00040001,28855436.79993300,113927.22948900,100000000.00030001,60507.849523,194397939719159.15386400,429228169936093.0253908385253,518295773594755.09102700
104999999.99910000,28855436.80026100,113927.22938200,100000000.00010000,60507.849536,194397939719138.35563200,429228169936047.1031089903945,518295773594699.63901200
104999999.99980000,28855436.79995100,113927.22943900,99999999.99840000,60507.849548,194397939719149.43506400,429228169936071.5663806291184,518295773594729.17914100
