07/16/2024	11:01:52	(analyzed:  7/16/2024)
MJD	timer	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60507.745935	3136148.000000	379043.157161	10000000.000170	640000000.003000	43723986.924000	142219674.160300
60507.745947	3137204.000000	379043.157240	10000000.000020	640000000.000000	43723988.444000	142219674.155800
60507.745959	3138259.000000	379043.156908	9999999.999950	639999999.999000	43723989.872700	142219674.167700
60507.745972	3139315.000000	379043.156903	9999999.999950	640000000.000000	43723992.330500	142219674.156900
60507.745984	3140371.000000	379043.156881	10000000.000110	640000000.000000	43723990.343500	142219674.159900
60507.745996	3141426.000000	379043.157261	9999999.999960	639999999.999000	43723988.303500	142219674.150200
60507.746008	3142483.000000	379043.157043	10000000.000010	640000000.000000	43723992.136200	142219674.154300
60507.746020	3143538.000000	379043.157112	10000000.000110	640000000.002000	43723990.863100	142219674.152900
60507.746033	3144594.000000	379043.156824	9999999.999930	640000000.002000	43723989.174600	142219674.154400
60507.746045	3145651.000000	379043.157128	10000000.000000	640000000.000000	43723990.772400	142219674.144300
60507.746057	3146708.000000	379043.157149	9999999.999990	640000000.002000	43723990.056500	142219674.157400
60507.746069	3147764.000000	379043.156967	9999999.999940	640000000.002000	43723991.646100	142219674.148900
60507.746082	3148820.000000	379043.157110	10000000.000030	639999999.997000	43723990.417300	142219674.163000
60507.746094	3149875.000000	379043.156961	9999999.999950	639999999.998000	43723991.283800	142219674.168600
60507.746106	3150932.000000	379043.156793	9999999.999960	639999999.998000	43723992.427700	142219674.153100
60507.746118	3151990.000000	379043.157226	10000000.000020	640000000.003000	43723989.405700	142219674.169200
60507.746130	3153047.000000	379043.157128	9999999.999900	640000000.001000	43723989.801800	142219674.168100
60507.746143	3154103.000000	379043.157171	9999999.999980	640000000.000000	43723992.335000	142219674.171000
60507.746155	3155161.000000	379043.156771	9999999.999990	639999999.997000	43723991.064700	142219674.149000
60507.746167	3156219.000000	379043.156807	10000000.000090	640000000.000000	43723993.039000	142219674.158100
60507.746179	3157275.000000	379043.157395	10000000.000040	639999999.998000	43723992.588300	142219674.156300
60507.746192	3158329.000000	379043.157233	10000000.000040	639999999.994000	43723993.695000	142219674.153400
60507.746204	3159385.000000	379043.157088	9999999.999960	640000000.004000	43723994.234800	142219674.166600
60507.746216	3160443.000000	379043.156894	10000000.000010	640000000.000000	43723991.867300	142219674.154800
60507.746228	3161499.000000	379043.157015	9999999.999950	640000000.000000	43723993.430400	142219674.167800
60507.746240	3162556.000000	379043.157178	10000000.000050	640000000.003000	43723993.286700	142219674.148700
60507.746253	3163613.000000	379043.156756	9999999.999920	640000000.002000	43723992.640100	142219674.153300
60507.746265	3164669.000000	379043.157058	9999999.999840	639999999.996000	43723992.485800	142219674.149400
60507.746277	3165725.000000	379043.157343	10000000.000040	640000000.003000	43723992.993200	142219674.160800
60507.746289	3166780.000000	379043.156889	10000000.000120	639999999.999000	43723993.788800	142219674.156500
60507.746302	3167836.000000	379043.157001	10000000.000050	640000000.003000	43723992.340500	142219674.158400
60507.746314	3168891.000000	379043.157061	9999999.999960	639999999.998000	43723992.616800	142219674.146700
60507.746326	3169945.000000	379043.156902	9999999.999960	639999999.998000	43723992.187300	142219674.152300
60507.746338	3171000.000000	379043.156929	9999999.999940	639999999.999000	43723994.071900	142219674.155600
60507.746350	3172055.000000	379043.157209	9999999.999980	639999999.999000	43723994.578800	142219674.126800
60507.746363	3173109.000000	379043.156980	10000000.000020	640000000.002000	43723993.216300	142219674.152600
60507.746375	3174165.000000	379043.157161	9999999.999890	640000000.004000	43723995.226400	142219674.164600
60507.746387	3175222.000000	379043.156945	10000000.000100	640000000.004000	43723994.942600	142219674.159600
60507.746399	3176280.000000	379043.157006	10000000.000070	640000000.001000	43723994.813000	142219674.154300
60507.746412	3177337.000000	379043.157236	9999999.999990	639999999.999000	43723994.520800	142219674.135900
60507.746424	3178394.000000	379043.156997	10000000.000070	639999999.999000	43723993.834700	142219674.155500
60507.746436	3179451.000000	379043.157311	10000000.000020	640000000.001000	43723994.321300	142219674.139200
60507.746448	3180507.000000	379043.156894	10000000.000000	640000000.001000	43723994.426800	142219674.159100
60507.746460	3181562.000000	379043.156875	9999999.999950	639999999.999000	43723993.881300	142219674.142800
60507.746473	3182618.000000	379043.157128	10000000.000010	640000000.001000	43723992.741300	142219674.160200
60507.746485	3183676.000000	379043.157169	10000000.000020	640000000.001000	43723995.588200	142219674.150200
60507.746497	3184731.000000	379043.157014	9999999.999810	640000000.001000	43723995.250200	142219674.155200
60507.746509	3185788.000000	379043.157043	10000000.000100	640000000.001000	43723994.155200	142219674.145500
60507.746522	3186841.000000	379043.157165	10000000.000020	639999999.995000	43723992.679700	142219674.155600
60507.746534	3187897.000000	379043.156943	9999999.999910	640000000.000000	43723994.167000	142219674.152000
60507.746546	3188953.000000	379043.156782	10000000.000020	639999999.998000	43723995.305400	142219674.146400
60507.746558	3190008.000000	379043.157363	10000000.000030	640000000.003000	43723994.579200	142219674.158200
60507.746570	3191063.000000	379043.156989	10000000.000070	640000000.001000	43723996.060000	142219674.160200
60507.746583	3192119.000000	379043.156929	10000000.000040	639999999.999000	43723994.684600	142219674.158300
60507.746595	3193176.000000	379043.157007	9999999.999980	640000000.000000	43723995.327600	142219674.153700
60507.746607	3194232.000000	379043.156975	10000000.000000	640000000.001000	43723995.049300	142219674.138200
60507.746619	3195287.000000	379043.157146	10000000.000040	639999999.997000	43723997.453900	142219674.168200
60507.746632	3196341.000000	379043.157082	10000000.000040	639999999.998000	43723995.382200	142219674.148900
60507.746644	3197397.000000	379043.156933	9999999.999910	640000000.002000	43723995.029100	142219674.150800
60507.746656	3198454.000000	379043.157220	10000000.000080	639999999.999000	43723997.811800	142219674.152500
60507.746668	3199511.000000	379043.156968	10000000.000110	640000000.000000	43723995.896200	142219674.150800
60507.746680	3200566.000000	379043.157044	9999999.999980	639999999.998000	43723998.142600	142219674.160400
60507.746693	3201634.000000	379043.157026	9999999.999990	640000000.000000	43723996.283400	142219674.138500
60507.746705	3202692.000000	379043.156857	10000000.000110	640000000.000000	43723996.475500	142219674.149200
60507.746717	3203747.000000	379043.156993	9999999.999930	639999999.998000	43723996.845200	142219674.156500
60507.746729	3204804.000000	379043.156995	10000000.000020	639999999.999000	43723996.236300	142219674.150700
60507.746742	3205859.000000	379043.157244	9999999.999930	639999999.998000	43723996.767700	142219674.166500
60507.746754	3206913.000000	379043.156782	10000000.000070	639999999.998000	43723997.199000	142219674.152800
60507.746766	3207970.000000	379043.157272	9999999.999970	639999999.997000	43723995.450600	142219674.155000
60507.746778	3209025.000000	379043.157042	10000000.000040	639999999.999000	43723997.704300	142219674.157700
60507.746791	3210083.000000	379043.157060	10000000.000070	640000000.002000	43723997.667300	142219674.143800
60507.746803	3211140.000000	379043.156925	9999999.999990	640000000.002000	43723996.002600	142219674.165800
60507.746815	3212194.000000	379043.157033	10000000.000030	639999999.998000	43723996.921700	142219674.168400
60507.746827	3213251.000000	379043.157277	10000000.000090	639999999.999000	43723997.414000	142219674.136900
60507.746839	3214307.000000	379043.156968	10000000.000080	640000000.001000	43723997.564400	142219674.151200
60507.746852	3215366.000000	379043.156883	9999999.999980	640000000.001000	43723997.788600	142219674.158900
60507.746864	3216421.000000	379043.157273	9999999.999990	639999999.999000	43723997.119100	142219674.157200
60507.746876	3217476.000000	379043.157021	NaN	640000000.001000	43724002.121600	NaN
60507.746888	3218534.000000	379043.157112	NaN	639999999.999000	43723999.137400	NaN
60507.746901	3219590.000000	379043.156812	NaN	639999999.999000	43723997.433900	NaN
60507.746913	3220646.000000	379043.157012	10000000.000100	639999999.999000	43723998.478700	142219674.155400
60507.746925	3221702.000000	379043.157369	9999999.999980	640000000.000000	43723997.054800	142219674.162600
60507.746937	3222758.000000	379043.156961	10000000.000030	640000000.000000	43723998.576900	142219674.150400
60507.746950	3223815.000000	379043.156966	10000000.000070	639999999.999000	43723997.723000	142219674.160400
60507.746962	3224871.000000	379043.157028	9999999.999950	640000000.001000	43723998.084000	142219674.157800
60507.746974	3225927.000000	379043.157374	9999999.999990	639999999.997000	43724000.172600	142219674.157400
60507.746986	3226981.000000	379043.156837	10000000.000120	640000000.001000	43723997.675000	142219674.153500
60507.746998	3228037.000000	379043.156792	10000000.000010	640000000.001000	43723997.929200	142219674.139900
60507.747011	3229094.000000	379043.157462	9999999.999960	639999999.999000	43723997.791300	142219674.157200
60507.747023	3230148.000000	379043.156947	10000000.000050	640000000.000000	43723996.799100	142219674.153000
60507.747035	3231205.000000	379043.156826	9999999.999920	640000000.001000	43723997.531100	142219674.147000
60507.747047	3232261.000000	379043.157033	10000000.000130	640000000.000000	43723997.572300	142219674.155000
60507.747060	3233333.000000	379043.157368	10000000.000090	640000000.000000	43723999.659700	142219674.141200
60507.747072	3234388.000000	NaN	10000000.000090	639999999.997000	43723997.908500	142219674.130500
60507.747084	3235442.000000	379043.156746	9999999.999980	640000000.001000	43723998.439100	142219674.141300
60507.747096	3236498.000000	379043.156894	10000000.000000	640000000.003000	43723999.456900	142219674.127700
60507.747109	3237556.000000	379043.157325	10000000.000020	640000000.000000	43724000.994900	142219674.160900
60507.747121	3238611.000000	379043.156714	9999999.999950	640000000.002000	43724001.295400	142219674.149700
60507.747133	3239665.000000	379043.157186	10000000.000060	639999999.998000	43724000.130200	142219674.149300
60507.747145	3240722.000000	379043.157094	9999999.999960	640000000.003000	43723998.949300	142219674.155700
60507.747157	3241777.000000	379043.157023	9999999.999920	639999999.999000	43723998.468700	142219674.150000
60507.747170	3242831.000000	379043.157235	9999999.999980	639999999.998000	43724000.643300	142219674.151000
60507.747182	3243887.000000	379043.157170	9999999.999960	640000000.001000	43724000.001300	142219674.143600
60507.747194	3244943.000000	379043.156815	9999999.999990	640000000.001000	43723999.044100	142219674.164300
60507.747206	3246000.000000	379043.157103	9999999.999980	640000000.002000	43723999.544100	142219674.144600
60507.747219	3247057.000000	379043.156947	10000000.000100	639999999.996000	43724000.594600	142219674.147800
60507.747231	3248112.000000	379043.157062	9999999.999980	639999999.998000	43724000.519600	142219674.162400
60507.747243	3249168.000000	379043.157392	10000000.000030	640000000.004000	43724001.276700	142219674.164300
60507.747255	3250224.000000	379043.157041	10000000.000110	640000000.001000	43724002.630400	142219674.140700
60507.747267	3251278.000000	379043.156963	10000000.000010	640000000.001000	43724003.173100	142219674.167000
60507.747280	3252334.000000	379043.157004	9999999.999970	640000000.003000	43724001.745700	142219674.155700
60507.747292	3253391.000000	379043.156964	9999999.999970	640000000.000000	43723999.162100	142219674.150400
60507.747304	3254447.000000	379043.157075	9999999.999920	640000000.002000	43724000.922800	142219674.159500
60507.747316	3255503.000000	379043.157259	9999999.999950	639999999.997000	43724000.504900	142219674.160800
60507.747329	3256559.000000	379043.157000	9999999.999990	640000000.000000	43724001.703700	142219674.132100
60507.747341	3257613.000000	379043.157075	10000000.000010	639999999.997000	43724000.040400	142219674.157600
60507.747353	3258669.000000	379043.157330	10000000.000010	639999999.998000	43724002.124700	142219674.163100
60507.747365	3259724.000000	379043.156910	10000000.000000	640000000.000000	43724002.756300	142219674.155500
60507.747377	3260778.000000	379043.156733	10000000.000060	640000000.001000	43724003.709800	142219674.153300
60507.747390	3261834.000000	379043.157264	10000000.000050	639999999.998000	43724000.583200	142219674.159100
